round,n_seen,chosen,best_action,got,best_possible,regret,explore_would_get,assay,est_supervised,est_esm2_wtm
3,144,supervised,esm2_wtm,0,1,1,0,ESTA_BACSU_Nutschel_2020,5.142857142857142,0.7346938775510203
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,esm2_wtm,0,2,2,1,ESTA_BACSU_Nutschel_2020,3.84,0.0
2,96,supervised,supervised,3,3,0,1,ESTA_BACSU_Nutschel_2020,1.92,1.92
3,144,supervised,esm2_wtm,0,2,2,1,ESTA_BACSU_Nutschel_2020,2.204081632653061,2.204081632653061
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,supervised,4,4,0,1,ESTA_BACSU_Nutschel_2020,3.84,3.84
2,96,supervised,supervised,4,4,0,0,ESTA_BACSU_Nutschel_2020,5.76,2.88
3,144,supervised,supervised,2,2,0,0,ESTA_BACSU_Nutschel_2020,5.877551020408163,2.9387755102040813
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,supervised,5,5,0,0,ESTA_BACSU_Nutschel_2020,5.76,0.0
2,96,supervised,supervised,2,2,0,0,ESTA_BACSU_Nutschel_2020,5.76,2.88
3,144,supervised,esm2_wtm,0,1,1,0,ESTA_BACSU_Nutschel_2020,5.142857142857142,2.9387755102040813
0,0,explore,esm2_wtm,1,2,1,1,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,esm2_wtm,1,2,1,0,ESTA_BACSU_Nutschel_2020,1.92,1.92
2,96,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,0.96,0.96
3,144,supervised,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,2.204081632653061,1.4693877551020407
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,supervised,3,3,0,0,ESTA_BACSU_Nutschel_2020,1.92,1.92
2,96,supervised,supervised,3,3,0,0,ESTA_BACSU_Nutschel_2020,5.76,0.0
3,144,supervised,supervised,2,2,0,0,ESTA_BACSU_Nutschel_2020,5.877551020408163,2.9387755102040813
0,0,explore,esm2_wtm,1,2,1,1,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,esm2_wtm,2,2,0,0,ESTA_BACSU_Nutschel_2020,0.0,1.92
2,96,supervised,supervised,7,7,0,0,ESTA_BACSU_Nutschel_2020,5.76,0.96
3,144,supervised,supervised,1,1,0,0,ESTA_BACSU_Nutschel_2020,4.408163265306122,1.4693877551020407
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,supervised,2,6,4,0,ESTA_BACSU_Nutschel_2020,0.0,3.84
2,96,supervised,supervised,9,9,0,0,ESTA_BACSU_Nutschel_2020,3.84,0.96
3,144,supervised,supervised,2,2,0,0,ESTA_BACSU_Nutschel_2020,2.9387755102040813,0.7346938775510203
0,0,explore,esm2_wtm,1,2,1,1,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,esm2_wtm,2,2,0,1,ESTA_BACSU_Nutschel_2020,0.0,3.84
2,96,supervised,supervised,7,7,0,0,ESTA_BACSU_Nutschel_2020,4.8,0.96
3,144,supervised,supervised,3,3,0,0,ESTA_BACSU_Nutschel_2020,3.673469387755102,1.4693877551020407
0,0,explore,explore,2,2,0,2,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,1.92,1.92
2,96,esm2_wtm,esm2_wtm,2,2,0,0,ESTA_BACSU_Nutschel_2020,0.96,1.92
3,144,supervised,supervised,10,10,0,0,ESTA_BACSU_Nutschel_2020,3.673469387755102,1.4693877551020407
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,esm2_wtm,2,2,0,0,ESTA_BACSU_Nutschel_2020,0.0,1.92
2,96,supervised,supervised,8,8,0,1,ESTA_BACSU_Nutschel_2020,4.8,0.96
3,144,supervised,supervised,4,4,0,0,ESTA_BACSU_Nutschel_2020,5.142857142857142,0.7346938775510203
0,0,explore,explore,2,2,0,2,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,supervised,2,2,0,1,ESTA_BACSU_Nutschel_2020,1.92,3.84
2,96,supervised,supervised,8,8,0,0,ESTA_BACSU_Nutschel_2020,4.8,0.96
3,144,supervised,supervised,3,3,0,0,ESTA_BACSU_Nutschel_2020,5.142857142857142,1.4693877551020407
0,0,explore,esm2_wtm,1,2,1,1,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,3.84,1.92
2,96,supervised,supervised,3,3,0,1,ESTA_BACSU_Nutschel_2020,4.8,1.92
3,144,supervised,supervised,3,3,0,1,ESTA_BACSU_Nutschel_2020,3.673469387755102,2.9387755102040813
0,0,explore,esm2_wtm,1,2,1,1,ESTA_BACSU_Nutschel_2020,,
1,48,explore,supervised,1,2,1,1,ESTA_BACSU_Nutschel_2020,0.0,0.0
2,96,supervised,supervised,6,6,0,0,ESTA_BACSU_Nutschel_2020,1.92,1.92
3,144,supervised,supervised,5,5,0,0,ESTA_BACSU_Nutschel_2020,3.673469387755102,2.9387755102040813
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,esm2_wtm,2,2,0,0,ESTA_BACSU_Nutschel_2020,1.92,3.84
2,96,supervised,supervised,9,9,0,0,ESTA_BACSU_Nutschel_2020,3.84,0.96
3,144,supervised,explore,1,1,0,1,ESTA_BACSU_Nutschel_2020,4.408163265306122,0.7346938775510203
0,0,explore,esm2_wtm,1,2,1,1,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,supervised,5,5,0,1,ESTA_BACSU_Nutschel_2020,3.84,3.84
2,96,supervised,supervised,5,5,0,1,ESTA_BACSU_Nutschel_2020,5.76,1.92
3,144,supervised,supervised,3,3,0,0,ESTA_BACSU_Nutschel_2020,4.408163265306122,4.408163265306122
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,esm2_wtm,2,2,0,0,ESTA_BACSU_Nutschel_2020,0.0,1.92
2,96,supervised,supervised,10,10,0,1,ESTA_BACSU_Nutschel_2020,2.88,0.96
3,144,supervised,explore,0,0,0,0,ESTA_BACSU_Nutschel_2020,2.9387755102040813,0.7346938775510203
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,esm2_wtm,2,2,0,0,ESTA_BACSU_Nutschel_2020,0.0,1.92
2,96,supervised,supervised,8,8,0,0,ESTA_BACSU_Nutschel_2020,5.76,0.96
3,144,supervised,supervised,4,4,0,0,ESTA_BACSU_Nutschel_2020,5.142857142857142,1.4693877551020407
0,0,explore,explore,2,2,0,2,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,esm2_wtm,2,2,0,0,ESTA_BACSU_Nutschel_2020,0.0,1.92
2,96,supervised,supervised,10,10,0,2,ESTA_BACSU_Nutschel_2020,2.88,0.96
3,144,supervised,supervised,1,1,0,0,ESTA_BACSU_Nutschel_2020,4.408163265306122,0.7346938775510203
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,esm2_wtm,supervised,2,3,1,0,ESTA_BACSU_Nutschel_2020,1.92,5.76
2,96,supervised,supervised,10,10,0,0,ESTA_BACSU_Nutschel_2020,3.84,0.96
3,144,supervised,esm2_wtm,0,1,1,0,ESTA_BACSU_Nutschel_2020,5.877551020408163,0.7346938775510203
0,0,explore,explore,2,2,0,2,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,esm2_wtm,0,2,2,1,ESTA_BACSU_Nutschel_2020,3.84,1.92
2,96,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,0.96,0.96
3,144,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,1.4693877551020407,0.7346938775510203
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,explore,1,2,1,2,ESTA_BACSU_Nutschel_2020,5.76,0.0
2,96,supervised,supervised,4,4,0,1,ESTA_BACSU_Nutschel_2020,1.92,1.92
3,144,supervised,supervised,2,2,0,1,ESTA_BACSU_Nutschel_2020,5.142857142857142,2.204081632653061
0,0,explore,esm2_wtm,0,2,2,0,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,explore,0,3,3,3,ESTA_BACSU_Nutschel_2020,3.84,0.0
2,96,supervised,esm2_wtm,1,2,1,0,ESTA_BACSU_Nutschel_2020,1.92,1.92
3,144,supervised,explore,1,3,2,3,ESTA_BACSU_Nutschel_2020,2.9387755102040813,0.7346938775510203
0,0,explore,esm2_wtm,1,2,1,1,ESTA_BACSU_Nutschel_2020,,
1,48,supervised,supervised,7,7,0,0,ESTA_BACSU_Nutschel_2020,5.76,1.92
2,96,supervised,supervised,2,2,0,1,ESTA_BACSU_Nutschel_2020,4.8,1.92
3,144,supervised,supervised,2,2,0,0,ESTA_BACSU_Nutschel_2020,5.877551020408163,1.4693877551020407
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,explore,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,0.0
2,96,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,1.4693877551020407
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,3.84,1.92
2,96,supervised,supervised,3,3,0,0,KKA2_KLEPN_Melnikov_2014,1.92,1.92
3,144,supervised,supervised,2,2,0,1,KKA2_KLEPN_Melnikov_2014,2.9387755102040813,1.4693877551020407
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,5.76
2,96,explore,supervised,2,3,1,2,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,explore,2,2,0,2,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,supervised,3,3,0,0,KKA2_KLEPN_Melnikov_2014,1.92,1.92
2,96,supervised,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,2.88,0.96
3,144,supervised,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,2.204081632653061,2.204081632653061
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,2,2,1,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,explore,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,3,2,1,KKA2_KLEPN_Melnikov_2014,0.0,2.204081632653061
0,0,explore,explore,2,2,0,2,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,supervised,1,3,2,1,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,3,2,0,KKA2_KLEPN_Melnikov_2014,1.4693877551020407,2.204081632653061
0,0,explore,explore,2,2,0,2,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,1,KKA2_KLEPN_Melnikov_2014,0.0,2.204081632653061
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,supervised,2,2,0,1,KKA2_KLEPN_Melnikov_2014,1.92,0.0
2,96,supervised,supervised,2,2,0,0,KKA2_KLEPN_Melnikov_2014,2.88,0.0
3,144,supervised,supervised,4,4,0,0,KKA2_KLEPN_Melnikov_2014,2.9387755102040813,0.7346938775510203
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,0.0,5.76
2,96,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,3.84,3.84
2,96,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,2.9387755102040813
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,1.92,3.84
2,96,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,1,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.96,0.96
3,144,esm2_wtm,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,1.4693877551020407,2.204081632653061
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,0.0,5.76
2,96,explore,supervised,1,2,1,1,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.0,2.204081632653061
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,4,4,0,KKA2_KLEPN_Melnikov_2014,0.0,5.76
2,96,explore,supervised,1,2,1,1,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,explore,2,2,0,2,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,0.96,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,supervised,1,4,3,1,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.0,2.204081632653061
0,0,explore,explore,2,2,0,2,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.0,2.204081632653061
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,3,3,3,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,1.4693877551020407,2.204081632653061
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,1.92,1.92
2,96,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,explore,supervised,0,3,3,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,1.4693877551020407
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,2,2,2,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,explore,1,2,1,2,KKA2_KLEPN_Melnikov_2014,1.4693877551020407,2.204081632653061
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,supervised,2,2,0,0,KKA2_KLEPN_Melnikov_2014,1.92,1.92
2,96,explore,explore,2,2,0,2,KKA2_KLEPN_Melnikov_2014,0.96,0.0
3,144,supervised,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,2.204081632653061,0.7346938775510203
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,0.96,0.96
3,144,esm2_wtm,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,explore,supervised,0,3,3,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,2,1,1,KKA2_KLEPN_Melnikov_2014,0.0,2.204081632653061
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,3.84,0.0
2,96,supervised,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,1.92,0.96
3,144,explore,supervised,1,3,2,1,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,0.7346938775510203
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,2,2,1,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,supervised,supervised,4,4,0,0,KKA2_KLEPN_Melnikov_2014,1.92,0.96
3,144,explore,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,1.4693877551020407
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,1.92,3.84
2,96,explore,supervised,0,3,3,0,KKA2_KLEPN_Melnikov_2014,0.96,0.96
3,144,esm2_wtm,supervised,1,2,1,0,KKA2_KLEPN_Melnikov_2014,0.0,2.204081632653061
0,0,explore,explore,2,2,0,2,KKA2_KLEPN_Melnikov_2014,,
1,48,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,0.0,0.0
2,96,supervised,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,1.92,1.92
3,144,supervised,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,2.204081632653061,0.7346938775510203
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,3,2,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,0.0,3.84
2,96,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,0.0,2.204081632653061
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,explore,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,esm2_wtm,1,1,0,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.0
2,96,supervised,supervised,2,2,0,1,KKA2_KLEPN_Melnikov_2014,1.92,1.92
3,144,esm2_wtm,supervised,0,3,3,0,KKA2_KLEPN_Melnikov_2014,2.204081632653061,2.9387755102040813
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,0.0,0.0
2,96,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,0.96,0.0
3,144,supervised,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,2.9387755102040813,0.0
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,1.92,3.84
2,96,explore,esm2_wtm,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.96,0.96
3,144,esm2_wtm,supervised,1,3,2,1,KKA2_KLEPN_Melnikov_2014,1.4693877551020407,2.204081632653061
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,esm2_wtm,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,1.92
2,96,explore,supervised,0,2,2,0,KKA2_KLEPN_Melnikov_2014,0.0,0.96
3,144,esm2_wtm,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,0.7346938775510203,2.204081632653061
0,0,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,,
1,48,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.0
2,96,supervised,supervised,3,3,0,0,KKA2_KLEPN_Melnikov_2014,2.88,0.96
3,144,supervised,supervised,2,2,0,1,KKA2_KLEPN_Melnikov_2014,2.9387755102040813,0.7346938775510203
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,supervised,2,2,0,0,KKA2_KLEPN_Melnikov_2014,1.92,1.92
2,96,explore,supervised,0,3,3,0,KKA2_KLEPN_Melnikov_2014,0.96,0.0
3,144,supervised,supervised,1,1,0,0,KKA2_KLEPN_Melnikov_2014,2.9387755102040813,0.7346938775510203
0,0,explore,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,,
1,48,explore,supervised,0,1,1,0,KKA2_KLEPN_Melnikov_2014,0.0,0.0
2,96,supervised,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,2.88,1.92
3,144,esm2_wtm,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,1.4693877551020407,2.9387755102040813
0,0,explore,explore,1,1,0,1,KKA2_KLEPN_Melnikov_2014,,
1,48,supervised,explore,0,1,1,1,KKA2_KLEPN_Melnikov_2014,1.92,1.92
2,96,esm2_wtm,explore,0,0,0,0,KKA2_KLEPN_Melnikov_2014,0.0,1.92
3,144,esm2_wtm,supervised,1,3,2,0,KKA2_KLEPN_Melnikov_2014,1.4693877551020407,2.204081632653061
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,3.84,1.92
2,96,supervised,explore,0,2,2,2,NUD15_HUMAN_Suiter_2020,1.92,1.92
3,144,esm2_wtm,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,2.9387755102040813,3.673469387755102
0,0,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,1.92,0.0
2,96,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.0,0.96
3,144,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,1.4693877551020407
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,3.84,0.0
2,96,supervised,supervised,2,2,0,0,NUD15_HUMAN_Suiter_2020,1.92,0.0
3,144,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.7346938775510203,0.0
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,3.84,1.92
2,96,supervised,supervised,2,2,0,0,NUD15_HUMAN_Suiter_2020,4.8,0.96
3,144,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,3.673469387755102,1.4693877551020407
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,1.92,3.84
2,96,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,supervised,supervised,2,2,0,1,NUD15_HUMAN_Suiter_2020,2.204081632653061,2.204081632653061
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.0,3.84
2,96,supervised,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,1.92,1.92
3,144,esm2_wtm,esm2_wtm,1,1,0,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,2.204081632653061
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,1.92,1.92
2,96,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,4.408163265306122,0.7346938775510203
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.0,3.84
2,96,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.0,0.96
